id,title,uri,Grading,Internal Comment,Number,Address,City,Postcode,Country,Email Address,About,Display Centre,Store Address,Publish Date,Sells Cladding,Sells Decking,Lat,Lng,Telephone Number,Telephone Number 2,Key Distributor,Premier Distributor,Approved Installer,Type of Installer/Distributor,Website
780,Huws Gray Ltd - Wallasey,/location/huws-gray-ltd---wallasey,Gold,,37 Breck Road,Breck Road,Wallasey,CH44 3BB,United Kingdom,wallasey@huwsgray.co.uk,"At Huws Gray the aim is to be the customer's one-stop shop; they cover all the bases from below-ground drainage products to bricks and blocks, doors, windows,roofing and landscaping materials.",Display Center,"37 Breck Road
Breck Road
Wallasey
CH44 3BB
United Kingdom",,Off,On,53.412263,-3.0534095,01516 385999,,1,1,,"KEY Distributor, Premier Distributor",http://www.huwsgray.co.uk
781,Building & Plumbing Supplies,/location/building-plumbing-supplies,Gold,,Waterloo Industrial Estate,Waterloo Road,Alcester,B50 4JH,United Kingdom,gcraig@bandps.co.uk,,Off,"Waterloo Industrial Estate
Waterloo Road
Alcester
B50 4JH
United Kingdom","Thu, 02/22/2024 - 17:58",Off,On,52.1717716,-1.8507805,01789 772114,,1,,,KEY Distributor,
781,Building & Plumbing Supplies Ltd,/location/building-plumbing-supplies-ltd,Gold,,Tatchbrook Park Drive,Tatchbrook Park,Warwick,CV34 6RH,United Kingdom,gardenforce@bandps.co.uk,"We are an independent builders merchants that can supply all you need to develop your home and garden. Established in 1934, we have been run by the Dibble family for over 50 years taking us from a traditional builders merchants to a one stop shop for developing your home; perfect for trade, DIY-ers and those just finishing that never-ending 'odd job'.",Display Center,"Tatchbrook Park Drive
Tatchbrook Park
Warwick
CV34 6RH
United Kingdom","Fri, 02/09/2024 - 09:08",Off,On,52.2768309,-1.5459487,01926 468 029,,1,1,,"KEY Distributor, Premier Distributor",
808,Huws Gray Woodford,/location/huws-gray-woodford,Gold,,,Moor Lane,Woodford,SK7 1PL,United Kingdom,woodford@huwsgray.co.uk,,Off,"Moor Lane
Woodford
SK7 1PL
United Kingdom",,Off,On,53.3463163,-2.1656557,01614 396606,,1,,,KEY Distributor,http://www.huwsgray.co.uk
827,Huws Gray Penrith,/location/huws-gray-penrith,Platinum,,"41 Stalker Road,",Gilwilly Ind Est,Penrith,CA11 9BG,United Kingdom,penrith@HuwsGray.co.uk,"At Huws Gray the aim is to be the customer's one-stop shop; they cover all the bases from below-ground drainage products to bricks and blocks, doors, windows,roofing and landscaping materials.",Display Center,"41 Stalker Road, 
Gilwilly Ind Est
Penrith
CA11 9BG
United Kingdom","Fri, 02/09/2024 - 09:09",On,On,54.6657933,-2.7675288,01768 899999,,1,1,,"KEY Distributor, Premier Distributor",http://www.penrith-building-supplies.co.uk
828,EH Smith Leicester,/location/eh-smith-leicester,Gold,,Mill Hill,Enderby,Leicester,LE19 4AJ,United Kingdom,chris.bradley@ehsmith.co.uk,"With over 95 years experience in the construction industry EH Smith are well established as specialists in bricks, timber and general building materials. The wide range of stock and expertise, ranging from bricks and masonry through to timber, civils, tools and landscaping, makes EH Smith the one-stop-shop for the true trade professional and DIY enthusiast.",Display Center,"Mill Hill
Enderby
Leicester
LE19 4AJ
United Kingdom",,Off,On,52.5947847,-1.2158081,0116 2750999,,1,1,,"KEY Distributor, Premier Distributor",https://ehsmith.co.uk/product-category/landscaping/decking/composite-decking/
832,EH Smith Stourbridge,/location/eh-smith-stourbridge,Gold,,Timmis Road,Lye,Stourbridge,DY9 7BQ,United Kingdom,Tim.hanson@ehsmith.co.uk,"With over 95 years experience in the construction industry EH Smith are well established as specialists in bricks, timber and general building materials. The wide range of stock and expertise, ranging from bricks and masonry through to timber, civils, tools and landscaping, makes EH Smith the one-stop-shop for the true trade professional and DIY enthusiast.",Display Center,"Timmis Road
Lye
Stourbridge
DY9 7BQ
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,52.459416,-2.1257148,01384 671 411,,1,1,,"KEY Distributor, Premier Distributor",https://ehsmith.co.uk/product-category/landscaping/decking/composite-decking/
833,EH Smith Cannock,/location/eh-smith-cannock,Gold,,Cannock Wood Industrial Estate,(Off Cannock Wood Street),Cannock,WS12 0PL,United Kingdom,suzy.jones@ehsmith.co.uk,"With over 95 years experience in the construction industry EH Smith are well established as specialists in bricks, timber and general building materials. The wide range of stock and expertise, ranging from bricks and masonry through to timber, civils, tools and landscaping, makes EH Smith the one-stop-shop for the true trade professional and DIY enthusiast.",Display Center,"Cannock Wood Industrial Estate
(Off Cannock Wood Street)
Cannock
WS12 0PL
United Kingdom","Fri, 02/09/2024 - 09:09",On,On,52.7113676,-1.9518365,01543 877 133,,1,1,,"KEY Distributor, Premier Distributor",https://ehsmith.co.uk/product-category/landscaping/decking/composite-decking/
834,EH Smith Sutton Coldfield,/location/eh-smith-sutton-coldfield,Gold,,Coleshill Road,(Next To Porsche Dealership),Sutton Coldfield,B75 7AZ,United Kingdom,Kevin.smart@ehsmith.co.uk,,Off,"Coleshill Road
(Next To Porsche Dealership)
Sutton Coldfield
B75 7AZ
United Kingdom",,Off,On,52.561578,-1.8129235,0121 378 5858,,1,1,,"KEY Distributor, Premier Distributor",https://ehsmith.co.uk/product-category/landscaping/decking/composite-decking/
836,G H Brooks Harrogate,/location/g-h-brooks-harrogate,Gold,,Harthwith House,Claro Road,Harrogate,HG1 4DS,United Kingdom,enquiries@ghbrooks.co.uk,"For over 50 years we have provided our customers with the very best advice, service and price from our flagship depot and display in Yorkshire. We offer a wide range of products available for you on time, every time ' You won't need to go anywhere else, that's a promise.",Display Center,"Harthwith House
Claro Road
Harrogate
HG1 4DS
United Kingdom",,Off,On,54.0031012,-1.5223939,01423 503110,,1,1,,"KEY Distributor, Premier Distributor",http://ghbrooks.co.uk/
838,Beers Timber & Building Supplies Warrington,/location/beers-timber-building-supplies-warrington,Gold,,Beers Timber & Building Supplies,Lockside,Warrington,WA4 1PD,United Kingdom,kduffy@beersltd.co.uk,"Beers Timber & Building Supplies is Merseyside's Leading Supplier of Timber and Building Materials, and the company has had a presence in Liverpool since 1916. Beers is an independent merchant, run by the fourth generation of the same family. Once one of 200 timber importers in the then thriving port, we are now one of only two remaining. We have succeeded by offering a first class service and by providing first class quality timber & building materials.",Off,"Beers Timber & Building Supplies
Lockside
Warrington
WA4 1PD
United Kingdom",,Off,On,53.3835997,-2.5419679,01925 634 283,,1,1,,"KEY Distributor, Premier Distributor",https://www.beersltd.co.uk
839,MGM Timber (Scotland) Glenrothes,/location/mgm-timber-(scotland)-glenrothes,Gold,,Unit 24 Woodgate Way South,Eastfield Industrial Estate,Glenrothes,KY7 4PF,United Kingdom,ronnie.garrett@mgmtimber.com,,Off,"Unit 24 Woodgate Way South
Eastfield Industrial Estate
Glenrothes
KY7 4PF
United Kingdom",,Off,On,56.1856886,-3.1489614,01592 775 530,,1,1,,"KEY Distributor, Premier Distributor",https://www.mgmtimber.co.uk
841,Beers Timber & Building Supplies Liverpool,/location/beers-timber-building-supplies-liverpool,Gold,,1,Boundary Street,Liverpool,L5 9UD,United Kingdom,phughes@beersltd.co.uk,"Beers Timber & Building Supplies is Merseyside's Leading Supplier of Timber and Building Materials, and the company has had a presence in Liverpool since 1916. Beers is an independent merchant, run by the fourth generation of the same family. Once one of 200 timber importers in the then thriving port, we are now one of only two remaining. We have succeeded by offering a first class service and by providing first class quality timber & building materials.",Off,"1
 Boundary Street
Liverpool
L5 9UD
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,53.4251135,-2.9940868,0151 298 3498,,1,1,,"KEY Distributor, Premier Distributor",https://www.beersltd.co.uk
855,Haldane Fisher Douglas,/location/haldane-fisher-douglas,Silver,,Isle of Man Business Park,Coill Road,Douglas,IM2 2QY,United Kingdom,douglassales@haldane-fisher.im,"Haldane Fisher is one of the leading independent suppliers to the construction industry in the UK and Ireland, serving both trade customers and the general public. Providing the highest levels of customer service, product knowledge and sound advice is Haldane Fisher's ultimate goal.",Off,"Isle of Man Business Park
Coill Road
Douglas
IM2 2QY
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,54.17007905,-4.472013489,01624 639807,,1,1,,"KEY Distributor, Premier Distributor",
864,Champion Weybridge,/location/champion-weybridge,Platinum,,Unit A303 Brooklands Industrial Estate,Vickers Drive,Weybridge,KT13 0YU,United Kingdom,weybridge@championtimber.com,"At Champion, we source our own timber, machine it ourselves and sell direct to you. By doing this, we control the quality and continuity of supply and offer the best quality at competitive prices.",Off,"Unit A303 Brooklands Industrial Estate
Vickers Drive
Weybridge
KT13 0YU
United Kingdom",,Off,On,51.3500212,-0.4745755,01932 359780,,1,1,,"KEY Distributor, Premier Distributor",https://www.championtimber.com/branch-locator/weybridge
872,Champion Guildford,/location/champion-guildford,Platinum,,Moorfield Road,Slyfield Industrial Estate,Guildford,GU1 1RU,United Kingdom,guildford@championtimber.com,"At Champion, we source our own timber, machine it ourselves and sell direct to you. By doing this, we control the quality and continuity of supply and offer the best quality at competitive prices.",Display Center,"Moorfield Road
Slyfield Industrial Estate
Guildford
GU1 1RU
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,51.2600182,-0.5643656,01483 510170,,1,1,,"KEY Distributor, Premier Distributor",https://www.championtimber.com/branch-locator/guildford
876,Corker Outdoor Living,/location/corker-outdoor-living,Gold,,Whetsted Road,Whetsted,Tonbridge,TN12 6SD,United Kingdom,sales@corker.co.uk,"Corker Outdoor Living and Landscape Supplies are a family run business that pride themselves on top quality customer service. Starting life as a builders merchant in 2001 called Small Loads Ltd, they rebranded in April 2017 and gave their company, new site and displays a modern day facelift. Corker have built 15 showgardens to display all their prodcuts, like a mini Chelsea, and hope from these you can find all the Inspiration, products and knowledge youll ever need with a garden project.",Display Center,"Whetsted Road
Whetsted
Tonbridge
TN12 6SD
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,51.1918186,0.3766757,1892833325,,,1,,Premier Distributor,http://www.corker.co.uk/
877,AWBS Ltd,/location/awbs-ltd,Gold,,Cheney Manor Industrial Estate,Darby Close,Swindon,SN2 2QJ,United Kingdom,swindon@awbsltd.com,,Off,"Cheney Manor Industrial Estate
Darby Close
Swindon
SN2 2QJ
United Kingdom",,On,On,51.5762803,-1.8074088,01793 484455,,1,1,,"KEY Distributor, Premier Distributor",https://www.awbsltd.com/
878,Acrelane Timber,/location/acrelane-timber,Silver,,47 - 55 Acre Lane,"Acre Lane, Brixton",London,SW2 5TN,United Kingdom,sales@acrelanetimber.co.uk,"Acrelane Timber have been established for over thirty years with well over a hundred years of experience between our sales team. Our yard is centrally located in SW2, offering off street parking for customers and just a short walk from the tube.",Off,"47 - 55 Acre Lane
Acre Lane, Brixton
London
SW2 5TN
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,51.4594411,-0.123253,2073261037,,1,1,,"KEY Distributor, Premier Distributor",https://www.acrelanetimber.co.uk/
880,AWBS Landscaping,/location/awbs-landscaping,Gold,,"Oxford Garden Centre,",South Hinksey,Oxford,OX1 5AR,United Kingdom,oxford@awbsltd.com,,Display Center,"Oxford Garden Centre,
South Hinksey
Oxford
OX1 5AR
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,51.7306084,-1.2653237,01865 326500,,1,1,,Premier Distributor,
883,EH Smith Shirley,/location/eh-smith-shirley,Gold,,Haslucks Green Road,Shirley,Solihull,B90 2NG,United Kingdom,james.tristram@ehsmith.co.uk,"With over 95 years experience in the construction industry EH Smith are well established as specialists in bricks, timber and general building materials. The wide range of stock and expertise, ranging from bricks and masonry through to timber, civils, tools and landscaping, makes EH Smith the one-stop-shop for the true trade professional and DIY enthusiast.",Off,"Haslucks Green Road
Shirley
Solihull
B90 2NG
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,52.4046482,-1.8432203,0121 713 7100,,1,1,,"KEY Distributor, Premier Distributor",https://ehsmith.co.uk/product-category/landscaping/decking/composite-decking/
896,G H Brooks Easingwold,/location/g-h-brooks-easingwold,Gold,,GH Brooks Easingwold,"Fox Inn Farm,",Easingwold Road,YO61 1LS,United Kingdom,enquiries@ghbrooks.co.uk,"For over 50 years we have provided our customers with the very best advice, service and price from our flagship depot and display in Yorkshire. We offer a wide range of products available for you on time, every time ' You won't need to go anywhere else, that's a promise.",Display Center,"GH Brooks Easingwold 
Fox Inn Farm,
Easingwold Road
YO61 1LS
United Kingdom",,Off,On,54.1076889,-1.1397891,01423 503110,,1,1,,"KEY Distributor, Premier Distributor",http://ghbrooks.co.uk/
899,Champion Claygate,/location/champion-claygate,Platinum,,High Street,High Street,Claygate,KT10 0JW,United Kingdom,claygate@championtimber.com,"At Champion, we source our own timber, machine it ourselves and sell direct to you. By doing this, we control the quality and continuity of supply and offer the best quality at competitive prices.",Off,"High Street
High Street
Claygate
KT10 0JW
United Kingdom",,Off,On,51.359856,-0.340698,01372 462 407,,1,,,KEY Distributor,https://www.championtimber.com/branch-locator/claygate
900,Champion New Malden,/location/champion-new-malden,Platinum,,205-209 Burlington Road,Burlington Road,New Malden,KT3 4NB,United Kingdom,sales@championtimber.com,"At Champion, we source our own timber, machine it ourselves and sell direct to you. By doing this, we control the quality and continuity of supply and offer the best quality at competitive prices.",Off,"205-209 Burlington Road
Burlington Road
New Malden
KT3 4NB
United Kingdom",,On,On,51.4003672,-0.2413649,02089 491 621,,1,1,,"KEY Distributor, Premier Distributor",https://www.championtimber.com/branch-locator/newmalden
901,Champion Ltd,/location/champion-ltd,Platinum,,385 Leatherhead Road,Leatherhead Road,Chessington,KT9 2NQ,United Kingdom,chessington@championtimber.com,"At Champion, we source our own timber, machine it ourselves and sell direct to you. By doing this, we control the quality and continuity of supply and offer the best quality at competitive prices.",Off,"385 Leatherhead Road
Leatherhead Road
Chessington
KT9 2NQ
United Kingdom",,Off,On,51.33867,-0.319296,01372 847 910,,1,1,,"KEY Distributor, Premier Distributor",https://www.championtimber.com/branch-locator/chessington
902,Champion Dorking,/location/champion-dorking,Platinum,,Curtis Road,Curtis Road,Dorking,RH4 1EJ,United Kingdom,dorking@championtimber.com,"At Champion, we source our own timber, machine it ourselves and sell direct to you. By doing this, we control the quality and continuity of supply and offer the best quality at competitive prices.",Off,"Curtis Road
Curtis Road
Dorking
RH4 1EJ
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,51.233641,-0.339799,01306 884 418,,1,1,,"KEY Distributor, Premier Distributor",https://www.championtimber.com/branch-locator/dorking
903,Champion Wimbledon,/location/champion-wimbledon,Platinum,,2 Hartfield Crescent  entrance off Beulah Road,"Hartfield Crescent, Wimbledon",Wimbledon,SW19 3SD,United Kingdom,wimbledon@championtimber.com,"At Champion, we source our own timber, machine it ourselves and sell direct to you. By doing this, we control the quality and continuity of supply and offer the best quality at competitive prices.",Off,"2 Hartfield Crescent entrance off Beulah Road
Hartfield Crescent, Wimbledon
Wimbledon
SW19 3SD
United Kingdom",,Off,On,51.4189263,-0.2069208,02085 421606,,1,,,KEY Distributor,https://www.championtimber.com/branch-locator/wimbledon
904,Champion Edenbridge,/location/champion-edenbridge,Platinum,,Faircroft Way Industrial Estate,Fircroft Way,Edenbridge,TN8 6EL,United Kingdom,edenbridge@championtimber.com,"At Champion, we source our own timber, machine it ourselves and sell direct to you. By doing this, we control the quality and continuity of supply and offer the best quality at competitive prices.",Off,"Faircroft Way Industrial Estate
Fircroft Way
Edenbridge
TN8 6EL
United Kingdom",,On,On,51.2065383,0.0635968,01732 864328,,1,1,,"KEY Distributor, Premier Distributor",https://www.championtimber.com/branch-locator/edenbridge
905,Chandler Material Supplies,/location/chandler-material-supplies,Gold,,91 Widford Road,Widford Road,Chelmsford,CM2 8SY,United Kingdom,andy@chandlermaterials.co.uk,"Chandler Materials is a family run, local and independent builder's merchant, which has been serving the people of Essex since the 1950's. With an extensive range of building materials from major manufacturers, advice and product information is always available. Trained telephone personnel are available to process your orders for immediate collection or via our reliable delivery service.",Display Center,"91 Widford Road
Widford Road
Chelmsford
CM2 8SY
United Kingdom",,Off,On,51.7195297,0.4534218,01245 352 650,,1,1,,"KEY Distributor, Premier Distributor",https://www.chandlermaterials.co.uk
